Test_ID,Actual_Validity,Supervised_Prediction,Probability_Invalid,Stage1_Quality_Issue,Stage3_Anomaly_Flag,Stage3_Anomaly_Score
TRN-0070,Valid,Valid,0.095,False,0,0.3794787759662645
TRN-0169,Valid,Valid,0.065,False,0,0.4160596825809828
TRN-0599,Valid,Valid,0.015,False,0,0.3968546229767833
TRN-0998,Valid,Valid,0.015,False,0,0.4050555391745412
TRN-0016,Valid,Valid,0.02,False,0,0.3847976763178645
TRN-0314,Valid,Valid,0.01,False,0,0.3906767072706454
TRN-0628,Valid,Valid,0.09,False,0,0.3962619993295204
TRN-0586,Valid,Valid,0.09,False,0,0.4479520166993147
TRN-0145,Valid,Valid,0.065,False,0,0.4550885115744697
TRN-0370,Valid,Valid,0.005,False,0,0.421552814432459
TRN-0122,Valid,Valid,0.03,False,0,0.3991732538984548
TRN-0374,Valid,Valid,0.075,False,0,0.4243868646708537
TRN-0878,Invalid,Invalid,0.84,False,0,0.4249933249799996
TRN-0847,Valid,Valid,0.09,False,0,0.4666545596118744
TRN-0540,Valid,Valid,0.175,False,0,0.4949172078091511
TRN-0808,Invalid,Invalid,0.62,True,1,0.5774193903031902
TRN-0886,Valid,Valid,0.095,False,0,0.4186927802039142
TRN-0510,Valid,Valid,0.03,False,0,0.3986998034328529
TRN-0418,Valid,Valid,0.055,False,0,0.3918483577548421
TRN-0850,Valid,Valid,0.045,False,0,0.445314032380478
TRN-0532,Valid,Valid,0.06,False,0,0.4216419715108306
TRN-0361,Valid,Valid,0.04,False,0,0.4021783419623773
TRN-0161,Valid,Valid,0.05,False,0,0.4328066287478102
TRN-0110,Valid,Valid,0.025,False,0,0.3907765844041314
TRN-0175,Valid,Valid,0.055,True,1,0.5901948358180615
TRN-0616,Valid,Valid,0.055,False,0,0.3955583430275171
TRN-0119,Valid,Valid,0.005,False,0,0.3829870443994893
TRN-0635,Valid,Valid,0.06,False,0,0.4176241340870837
TRN-0278,Valid,Valid,0.195,False,0,0.4331071295141395
TRN-0225,Invalid,Invalid,0.475,False,0,0.4586684870496869
TRN-0959,Valid,Valid,0.02,False,0,0.4328073355209056
TRN-0349,Invalid,Invalid,0.7,False,0,0.4416490348015705
TRN-0159,Valid,Valid,0.105,False,0,0.463862233118391
TRN-0032,Valid,Valid,0.055,False,0,0.4468666557587498
TRN-0344,Valid,Valid,0.22,False,0,0.4511569384681747
TRN-0391,Valid,Valid,0.02,False,0,0.3951441406650542
TRN-0651,Valid,Valid,0.165,False,0,0.4103850265946274
TRN-0538,Valid,Valid,0.195,False,0,0.482729520442671
TRN-0264,Valid,Valid,0.04,False,0,0.4428268023939606
TRN-0804,Valid,Valid,0.015,False,0,0.3955061425279719
TRN-0875,Valid,Valid,0.025,False,0,0.4204511749538018
TRN-0179,Valid,Valid,0.31,False,0,0.4058546764259222
TRN-0664,Valid,Valid,0.005,False,0,0.4006385294034978
TRN-0848,Valid,Valid,0.175,False,0,0.3986478501512298
TRN-0319,Valid,Valid,0.035,False,0,0.3802238778243054
TRN-0897,Valid,Valid,0.035,False,0,0.3875342591222667
TRN-0617,Valid,Valid,0.045,False,0,0.4339402991045125
TRN-0066,Valid,Valid,0.035,False,0,0.4027843370178195
TRN-0329,Valid,Valid,0.015,False,0,0.3939481544228216
TRN-0512,Invalid,Invalid,1.0,False,0,0.4743890011442545
TRN-0559,Valid,Valid,0.065,False,0,0.4536115427150582
TRN-0843,Valid,Valid,0.015,False,0,0.4191177580797139
TRN-0080,Valid,Valid,0.015,False,0,0.4278571830754644
TRN-0401,Invalid,Valid,0.18,False,0,0.4023829725068129
TRN-0384,Valid,Valid,0.02,False,0,0.3854953881943569
TRN-0047,Valid,Valid,0.02,False,0,0.394087622105308
TRN-0938,Valid,Valid,0.02,False,0,0.4356098635674907
TRN-0724,Valid,Valid,0.205,False,0,0.4041491872435296
TRN-0089,Invalid,Invalid,0.675,False,1,0.5366492697079343
TRN-0114,Valid,Valid,0.025,False,0,0.4070602476214899
TRN-0748,Valid,Valid,0.06,False,0,0.4164287872860256
TRN-0459,Valid,Valid,0.085,False,0,0.4000040310026931
TRN-0223,Valid,Valid,0.085,False,0,0.4375920087989495
TRN-0851,Valid,Valid,0.115,False,0,0.4736537011880006
TRN-0582,Valid,Valid,0.095,False,0,0.4268125829104831
TRN-0007,Valid,Valid,0.1,False,0,0.4437153577879384
TRN-0947,Valid,Valid,0.025,False,0,0.4496919397848171
TRN-0556,Valid,Valid,0.05,False,0,0.4285289538395615
TRN-0006,Valid,Valid,0.075,False,0,0.4444548086620296
TRN-0036,Valid,Valid,0.025,False,0,0.4212984224765944
TRN-0655,Valid,Valid,0.045,False,0,0.4146511974764187
TRN-0419,Valid,Valid,0.32,False,0,0.456569954368128
TRN-0800,Valid,Valid,0.025,False,0,0.4003191839742768
TRN-0298,Valid,Valid,0.03,False,0,0.4093280198482572
TRN-0146,Valid,Valid,0.125,False,0,0.4248872294034039
TRN-0074,Invalid,Invalid,0.89,False,0,0.4521795017534163
TRN-0358,Invalid,Invalid,0.905,False,0,0.4494898482222393
TRN-0521,Valid,Valid,0.02,False,0,0.4079641993960963
TRN-0598,Valid,Valid,0.025,False,0,0.4198134495334016
TRN-0242,Valid,Valid,0.03,False,0,0.4148727797603261
TRN-0285,Valid,Valid,0.05,False,0,0.4346352759784092
TRN-0786,Valid,Valid,0.195,False,0,0.4099494476399078
TRN-0976,Valid,Valid,0.01,False,0,0.3747373333015286
TRN-0467,Valid,Valid,0.055,False,0,0.4021990148402918
TRN-0186,Valid,Valid,0.01,False,0,0.4182845995934326
TRN-0592,Valid,Valid,0.045,False,0,0.3937816656496112
TRN-1000,Valid,Valid,0.115,False,0,0.4044306616606813
TRN-0852,Valid,Valid,0.06,True,1,0.638994035017837
TRN-0955,Valid,Valid,0.035,False,0,0.4143710228476199
TRN-0125,Valid,Valid,0.055,False,0,0.4085606398206731
TRN-0570,Invalid,Invalid,0.825,False,0,0.4331094321455321
TRN-0189,Valid,Valid,0.015,False,0,0.4228034279619269
TRN-0470,Valid,Valid,0.025,False,0,0.4494976385024273
TRN-0003,Valid,Valid,0.085,False,0,0.4565509337774387
TRN-0442,Valid,Valid,0.06,False,0,0.431112632350305
TRN-0716,Valid,Valid,0.075,False,0,0.4519364331352894
TRN-0678,Valid,Valid,0.0,False,0,0.3722601677173045
TRN-0978,Valid,Valid,0.07,False,0,0.4876573321144832
TRN-0350,Valid,Valid,0.025,False,0,0.4072759123983245
TRN-0924,Valid,Valid,0.03,False,0,0.4128435363003062
TRN-0918,Invalid,Invalid,0.885,True,1,0.5414874130338725
TRN-0552,Valid,Valid,0.12,False,0,0.4615650309297547
TRN-0999,Valid,Valid,0.045,False,0,0.3949732710870295
TRN-0444,Valid,Valid,0.08,False,0,0.4325175583881241
TRN-0118,Invalid,Invalid,0.8,False,0,0.4940815001351553
TRN-0950,Invalid,Valid,0.19,False,0,0.4527732553958382
TRN-0642,Invalid,Invalid,0.705,False,0,0.4826523516755687
TRN-0953,Valid,Valid,0.035,False,0,0.4071595024639097
TRN-0821,Valid,Valid,0.04,False,0,0.4044645986982054
TRN-0487,Valid,Valid,0.015,False,0,0.3857612656133257
TRN-0871,Valid,Valid,0.03,False,0,0.4089278719053096
TRN-0683,Invalid,Invalid,0.795,False,0,0.4497925408056361
TRN-0555,Valid,Valid,0.035,False,0,0.432818961673525
TRN-0085,Valid,Valid,0.025,False,0,0.4496029242926016
TRN-0685,Valid,Valid,0.075,False,0,0.4458416473494099
TRN-0888,Invalid,Invalid,0.68,False,0,0.4782292170551778
TRN-0609,Valid,Valid,0.0,False,0,0.3840750709205368
TRN-0182,Valid,Valid,0.025,False,0,0.3996183214182739
TRN-0211,Valid,Valid,0.18,False,1,0.5045571158379341
TRN-0574,Valid,Valid,0.025,False,0,0.4347919700498697
TRN-0648,Valid,Valid,0.055,False,0,0.3832764721171233
TRN-0665,Invalid,Invalid,0.825,False,1,0.5048681806855528
TRN-0966,Valid,Valid,0.095,False,0,0.4403999031635752
TRN-0064,Valid,Valid,0.005,False,0,0.4016965240056738
TRN-0499,Invalid,Valid,0.175,False,0,0.4186568783015597
TRN-0334,Valid,Valid,0.19,False,0,0.4085763497886405
TRN-0352,Valid,Valid,0.015,False,0,0.398403283565677
TRN-0448,Valid,Valid,0.03,False,0,0.4150716323520023
TRN-0701,Valid,Valid,0.315,False,0,0.421109797775384
TRN-0077,Invalid,Invalid,0.915,False,1,0.541028441323026
TRN-0900,Valid,Valid,0.035,False,0,0.4102961058743449
TRN-0034,Valid,Valid,0.035,False,0,0.4094116714500753
TRN-0239,Valid,Valid,0.07,False,0,0.4349740192150387
TRN-0535,Invalid,Invalid,0.63,False,1,0.5036312740946377
TRN-0373,Valid,Valid,0.03,False,0,0.393339116981073
TRN-0539,Valid,Valid,0.045,False,0,0.4076387266694057
TRN-0141,Valid,Valid,0.025,False,0,0.4072726266116717
