Test_ID,Actual_Validity,Actual_Binary,Supervised_Prediction,Supervised_Binary,Supervised_Probability_Invalid,IsolationForest_Score,IsolationForest_Flag,LOF_Score,LOF_Flag,Agreement_Group
TRN-0639,Valid,0,Valid,0,0.08,0.4480863644262154,0,1.13697988983574,0,Group 4 (Both Valid/Normal)
TRN-0925,Valid,0,Valid,0,0.38,0.5957044035956274,1,1.0111166029780996,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0248,Valid,0,Valid,0,0.09,0.4553969447071967,0,1.1770435426457766,0,Group 4 (Both Valid/Normal)
TRN-0603,Valid,0,Valid,0,0.12,0.40788883507895757,0,0.9944348713569345,0,Group 4 (Both Valid/Normal)
TRN-0331,Valid,0,Valid,0,0.01,0.3806720597571388,0,0.9783954585852594,0,Group 4 (Both Valid/Normal)
TRN-0880,Valid,0,Valid,0,0.03,0.37694550620802814,0,0.9798376472449115,0,Group 4 (Both Valid/Normal)
TRN-0957,Valid,0,Valid,0,0.08,0.42328109841827327,0,1.036354804795871,0,Group 4 (Both Valid/Normal)
TRN-0049,Invalid,1,Invalid,1,1.0,0.494295918477819,0,0.9864085007809388,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0672,Valid,0,Valid,0,0.04,0.40043715544424924,0,1.0170614141819554,0,Group 4 (Both Valid/Normal)
TRN-0149,Valid,0,Valid,0,0.15,0.4279636759529281,0,1.1526040890393356,0,Group 4 (Both Valid/Normal)
TRN-0043,Invalid,1,Invalid,1,1.0,0.47834208041762516,0,0.9905013229245789,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0475,Valid,0,Valid,0,0.18,0.4630316207243959,0,1.0267368062470417,0,Group 4 (Both Valid/Normal)
TRN-0094,Valid,0,Valid,0,0.13,0.3873624530468249,0,1.034454051917187,0,Group 4 (Both Valid/Normal)
TRN-0699,Valid,0,Valid,0,0.05,0.444179247310345,0,1.18550337740212,0,Group 4 (Both Valid/Normal)
TRN-0429,Valid,0,Valid,0,0.17,0.4215413362969965,0,1.0205527906790461,0,Group 4 (Both Valid/Normal)
TRN-0222,Valid,0,Valid,0,0.09,0.4576277596269677,0,1.2306608432106265,0,Group 4 (Both Valid/Normal)
TRN-0942,Invalid,1,Valid,0,0.18,0.4684438301634308,0,1.3364367403618649,0,Group 4 (Both Valid/Normal)
TRN-0606,Valid,0,Valid,0,0.09,0.4062768547531164,0,1.080087103566738,0,Group 4 (Both Valid/Normal)
TRN-0657,Valid,0,Valid,0,0.02,0.41093098922439497,0,1.0603248036494906,0,Group 4 (Both Valid/Normal)
TRN-0465,Valid,0,Valid,0,0.03,0.40222433138596125,0,1.013579270706442,0,Group 4 (Both Valid/Normal)
TRN-0197,Valid,0,Valid,0,0.15,0.3920038285838138,0,0.9895059434701471,0,Group 4 (Both Valid/Normal)
TRN-0824,Valid,0,Valid,0,0.05,0.4191952501082393,0,1.0268323677572846,0,Group 4 (Both Valid/Normal)
TRN-0564,Valid,0,Valid,0,0.09,0.419798044416911,0,1.0061105463171178,0,Group 4 (Both Valid/Normal)
TRN-0359,Valid,0,Valid,0,0.05,0.39176952656327996,0,0.964369857991078,0,Group 4 (Both Valid/Normal)
TRN-0005,Invalid,1,Invalid,1,0.68,0.5070353807670546,1,1.2835272520681273,0,Group 1 (Both Invalid/Anomalous)
TRN-0682,Invalid,1,Invalid,1,0.72,0.503598208795191,1,10.182838679729002,1,Group 1 (Both Invalid/Anomalous)
TRN-0011,Valid,0,Valid,0,0.01,0.42514173986521325,0,1.0565183158803715,0,Group 4 (Both Valid/Normal)
TRN-0753,Valid,0,Valid,0,0.05,0.3900534864915886,0,0.9653778714752803,0,Group 4 (Both Valid/Normal)
TRN-0610,Valid,0,Valid,0,0.16,0.4695495215498158,0,1.1562405282671515,0,Group 4 (Both Valid/Normal)
TRN-0752,Valid,0,Valid,0,0.18,0.4410104636741585,0,1.0738002639606823,0,Group 4 (Both Valid/Normal)
TRN-0472,Valid,0,Valid,0,0.01,0.40214510399642706,0,0.9832326569535814,0,Group 4 (Both Valid/Normal)
TRN-0625,Valid,0,Valid,0,0.11,0.41235077113152785,0,1.0531714132966312,0,Group 4 (Both Valid/Normal)
TRN-0516,Valid,0,Valid,0,0.02,0.39930920249053564,0,0.9982619028994468,0,Group 4 (Both Valid/Normal)
TRN-0192,Valid,0,Valid,0,0.12,0.3823118539774699,0,1.030103848194164,0,Group 4 (Both Valid/Normal)
TRN-0593,Valid,0,Valid,0,0.08,0.43141094995194057,0,1.1577787682802572,0,Group 4 (Both Valid/Normal)
TRN-0989,Valid,0,Valid,0,0.11,0.41918995212246685,0,1.0721324272501331,0,Group 4 (Both Valid/Normal)
TRN-0345,Valid,0,Valid,0,0.02,0.3869647545741586,0,0.9545492659747936,0,Group 4 (Both Valid/Normal)
TRN-0972,Valid,0,Valid,0,0.08,0.4195123284585837,0,1.0164019086752962,0,Group 4 (Both Valid/Normal)
TRN-0611,Valid,0,Valid,0,0.01,0.3778832522679725,0,0.9986374429752019,0,Group 4 (Both Valid/Normal)
TRN-0387,Valid,0,Valid,0,0.09,0.4444996720235286,0,1.0825815320040515,0,Group 4 (Both Valid/Normal)
TRN-0739,Valid,0,Valid,0,0.26,0.620380052399361,1,1.0257636208178145,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0385,Invalid,1,Invalid,1,0.6,0.4642186300293213,0,1.461207873133715,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0750,Invalid,1,Invalid,1,0.73,0.5276495603355384,1,1.4172711160446734,0,Group 1 (Both Invalid/Anomalous)
TRN-0903,Valid,0,Valid,0,0.03,0.38262735083535854,0,0.9611544534382656,0,Group 4 (Both Valid/Normal)
TRN-0738,Valid,0,Valid,0,0.01,0.41508062594527134,0,0.9512591606059564,0,Group 4 (Both Valid/Normal)
TRN-0282,Valid,0,Valid,0,0.19,0.46046990207458366,0,1.1120890035885727,0,Group 4 (Both Valid/Normal)
TRN-0291,Invalid,1,Invalid,1,0.81,0.44480156972078405,0,1.235612943414537,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0778,Valid,0,Valid,0,0.02,0.37488443657716736,0,0.983672439786831,0,Group 4 (Both Valid/Normal)
TRN-0484,Valid,0,Valid,0,0.0,0.38509135747363815,0,0.9927661208608758,0,Group 4 (Both Valid/Normal)
TRN-0466,Valid,0,Valid,0,0.06,0.40243547443232264,0,1.0609289820893786,0,Group 4 (Both Valid/Normal)
TRN-0164,Valid,0,Valid,0,0.06,0.4379822439689898,0,1.0586740049766394,0,Group 4 (Both Valid/Normal)
TRN-0643,Valid,0,Valid,0,0.12,0.36487517219000487,0,0.9819320832192675,0,Group 4 (Both Valid/Normal)
TRN-0822,Valid,0,Valid,0,0.0,0.3921710823313158,0,1.0177982956798373,0,Group 4 (Both Valid/Normal)
TRN-0981,Valid,0,Valid,0,0.1,0.42254605428154784,0,1.0809641131414227,0,Group 4 (Both Valid/Normal)
TRN-0908,Valid,0,Valid,0,0.3,0.486040343619829,0,1.2044944239243947,0,Group 4 (Both Valid/Normal)
TRN-0619,Valid,0,Valid,0,0.01,0.387822552022006,0,0.9824912674213205,0,Group 4 (Both Valid/Normal)
TRN-0725,Valid,0,Valid,0,0.29,0.47052381373126806,0,1.0212508436125014,0,Group 4 (Both Valid/Normal)
TRN-0027,Valid,0,Valid,0,0.06,0.3823836830553659,0,0.9681461644905858,0,Group 4 (Both Valid/Normal)
TRN-0977,Valid,0,Valid,0,0.09,0.44342803849431445,0,1.0607029162910784,0,Group 4 (Both Valid/Normal)
TRN-0846,Valid,0,Valid,0,0.04,0.3692596322873667,0,0.9607880451152997,0,Group 4 (Both Valid/Normal)
TRN-0802,Invalid,1,Invalid,1,0.52,0.5654759342129965,1,1.1662223035476265,0,Group 1 (Both Invalid/Anomalous)
TRN-0613,Valid,0,Valid,0,0.07,0.44573350199494355,0,1.141743371557831,0,Group 4 (Both Valid/Normal)
TRN-0375,Valid,0,Valid,0,0.06,0.3771946249310902,0,0.9763154118036651,0,Group 4 (Both Valid/Normal)
TRN-0567,Valid,0,Valid,0,0.21,0.49160061849873254,0,1.0889258047666428,0,Group 4 (Both Valid/Normal)
TRN-0661,Valid,0,Valid,0,0.05,0.3999808895443615,0,0.9981289525239978,0,Group 4 (Both Valid/Normal)
TRN-0861,Valid,0,Valid,0,0.25,0.44066342646896034,0,1.0551403888928066,0,Group 4 (Both Valid/Normal)
TRN-0638,Valid,0,Valid,0,0.07,0.4338493571454781,0,1.0957552673410942,0,Group 4 (Both Valid/Normal)
TRN-0514,Valid,0,Valid,0,0.07,0.3882192510276093,0,0.9789926013542812,0,Group 4 (Both Valid/Normal)
TRN-0259,Valid,0,Valid,0,0.05,0.38365021796294924,0,1.003572684181084,0,Group 4 (Both Valid/Normal)
TRN-0933,Invalid,1,Invalid,1,0.77,0.4941792680488243,0,1.599483879046004,1,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0785,Valid,0,Valid,0,0.07,0.4247301311944731,0,0.9702945700674975,0,Group 4 (Both Valid/Normal)
TRN-0571,Valid,0,Valid,0,0.04,0.4240241966156092,0,1.0607273115645164,0,Group 4 (Both Valid/Normal)
TRN-0101,Valid,0,Valid,0,0.1,0.4650627481990034,0,1.140980419805834,0,Group 4 (Both Valid/Normal)
TRN-0308,Valid,0,Valid,0,0.05,0.3838670705790577,0,1.0120905834598437,0,Group 4 (Both Valid/Normal)
TRN-0447,Valid,0,Valid,0,0.0,0.39718234786643825,0,0.9904382462469841,0,Group 4 (Both Valid/Normal)
TRN-0354,Valid,0,Valid,0,0.07,0.3846630414491941,0,1.0270822638067392,0,Group 4 (Both Valid/Normal)
TRN-0719,Valid,0,Valid,0,0.12,0.4357318447169059,0,1.0128590479553385,0,Group 4 (Both Valid/Normal)
TRN-0517,Valid,0,Valid,0,0.07,0.41820670796239057,0,1.043744425251337,0,Group 4 (Both Valid/Normal)
TRN-0956,Valid,0,Valid,0,0.06,0.43557648498364,0,1.0015154633874308,0,Group 4 (Both Valid/Normal)
TRN-0200,Valid,0,Valid,0,0.16,0.4696580853423637,0,1.1953002029476063,0,Group 4 (Both Valid/Normal)
TRN-0463,Invalid,1,Invalid,1,0.75,0.462873689155755,0,2.2226553343302187,1,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0356,Valid,0,Valid,0,0.05,0.4003859251950058,0,0.9700156817777114,0,Group 4 (Both Valid/Normal)
TRN-0464,Valid,0,Valid,0,0.27,0.4001410194096381,0,1.0023536916585132,0,Group 4 (Both Valid/Normal)
TRN-0052,Valid,0,Valid,0,0.12,0.4471007380410958,0,1.053297640258897,0,Group 4 (Both Valid/Normal)
TRN-0737,Invalid,1,Valid,0,0.45,0.440057069710317,0,1.426491000502197,0,Group 4 (Both Valid/Normal)
TRN-0549,Valid,0,Valid,0,0.03,0.37876079033392945,0,0.9885579769704057,0,Group 4 (Both Valid/Normal)
TRN-0431,Valid,0,Valid,0,0.06,0.4243863718556176,0,0.9975375452339541,0,Group 4 (Both Valid/Normal)
TRN-0565,Valid,0,Valid,0,0.02,0.38982977437782335,0,1.007058089144929,0,Group 4 (Both Valid/Normal)
TRN-0660,Valid,0,Valid,0,0.07,0.40710159489451525,0,1.0086083469443685,0,Group 4 (Both Valid/Normal)
TRN-0834,Valid,0,Valid,0,0.21,0.6105619826201945,1,1.0035684840322476,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0887,Valid,0,Valid,0,0.1,0.46508772142745,0,1.0795840923011109,0,Group 4 (Both Valid/Normal)
TRN-0336,Valid,0,Valid,0,0.02,0.4174218794964916,0,0.9938719487291869,0,Group 4 (Both Valid/Normal)
TRN-0023,Valid,0,Valid,0,0.17,0.38333683167314225,0,1.0091779361587225,0,Group 4 (Both Valid/Normal)
TRN-0305,Invalid,1,Invalid,1,0.76,0.5090107633918469,1,1.5669368923989428,1,Group 1 (Both Invalid/Anomalous)
TRN-0536,Valid,0,Valid,0,0.02,0.37149782044606555,0,0.9634059309916291,0,Group 4 (Both Valid/Normal)
TRN-0261,Valid,0,Valid,0,0.29,0.388194611134955,0,1.0665587726152115,0,Group 4 (Both Valid/Normal)
TRN-0271,Valid,0,Valid,0,0.04,0.4332043643360765,0,1.0693496958897728,0,Group 4 (Both Valid/Normal)
TRN-0827,Valid,0,Valid,0,0.02,0.4004582186351507,0,1.0002739687259434,0,Group 4 (Both Valid/Normal)
TRN-0148,Invalid,1,Valid,0,0.14,0.41743553000948774,0,1.1109875084293408,0,Group 4 (Both Valid/Normal)
TRN-0916,Valid,0,Valid,0,0.04,0.3936596040017045,0,0.9786041612446358,0,Group 4 (Both Valid/Normal)
TRN-0691,Valid,0,Valid,0,0.04,0.38264492448624843,0,0.9985984930151612,0,Group 4 (Both Valid/Normal)
TRN-0915,Valid,0,Valid,0,0.02,0.3931673592127083,0,1.056113128438749,0,Group 4 (Both Valid/Normal)
TRN-0497,Valid,0,Valid,0,0.04,0.40279633170142076,0,1.0382999826127521,0,Group 4 (Both Valid/Normal)
TRN-0178,Valid,0,Valid,0,0.02,0.4152170194495168,0,1.0077055761665576,0,Group 4 (Both Valid/Normal)
TRN-0327,Valid,0,Valid,0,0.05,0.413087845799687,0,1.050102577251694,0,Group 4 (Both Valid/Normal)
TRN-0856,Invalid,1,Invalid,1,0.67,0.4795416803286268,0,1.2870341152252815,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0343,Valid,0,Valid,0,0.15,0.4129133487273338,0,1.0710082226259712,0,Group 4 (Both Valid/Normal)
TRN-0198,Valid,0,Valid,0,0.07,0.4207858312135103,0,1.0848233195038328,0,Group 4 (Both Valid/Normal)
TRN-0290,Invalid,1,Invalid,1,1.0,0.5021828931306913,1,0.9895013747690647,0,Group 1 (Both Invalid/Anomalous)
TRN-0711,Valid,0,Valid,0,0.16,0.4065570276327978,0,1.0692312061763602,0,Group 4 (Both Valid/Normal)
TRN-0284,Valid,0,Valid,0,0.04,0.3777657893606992,0,0.9682099439292224,0,Group 4 (Both Valid/Normal)
TRN-0105,Valid,0,Valid,0,0.01,0.39148390246998555,0,0.9847789992294629,0,Group 4 (Both Valid/Normal)
TRN-0439,Valid,0,Valid,0,0.03,0.3919842179593276,0,0.9771029474691184,0,Group 4 (Both Valid/Normal)
TRN-0602,Invalid,1,Valid,0,0.39,0.4187867162734282,0,1.2122597645993265,0,Group 4 (Both Valid/Normal)
TRN-0269,Valid,0,Valid,0,0.07,0.3953780964675436,0,1.023002551182255,0,Group 4 (Both Valid/Normal)
TRN-0184,Valid,0,Valid,0,0.04,0.4147990445288294,0,0.9637266398307262,0,Group 4 (Both Valid/Normal)
TRN-0288,Valid,0,Valid,0,0.25,0.6368071524979049,1,1.0922229914074162,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0668,Valid,0,Valid,0,0.27,0.4723766489476585,0,1.0072814339257807,0,Group 4 (Both Valid/Normal)
TRN-0014,Valid,0,Valid,0,0.03,0.44104339773741197,0,1.1341703474432308,0,Group 4 (Both Valid/Normal)
TRN-0813,Valid,0,Valid,0,0.07,0.44160209799290007,0,1.1291721495206728,0,Group 4 (Both Valid/Normal)
TRN-0636,Valid,0,Valid,0,0.07,0.3851136228149555,0,0.9845206510658311,0,Group 4 (Both Valid/Normal)
TRN-0028,Valid,0,Valid,0,0.11,0.3756127138305036,0,0.9866314450624196,0,Group 4 (Both Valid/Normal)
TRN-0123,Valid,0,Valid,0,0.02,0.3895491303503437,0,1.0062776942015828,0,Group 4 (Both Valid/Normal)
TRN-0088,Valid,0,Valid,0,0.02,0.37727247276499587,0,0.988131928690579,0,Group 4 (Both Valid/Normal)
TRN-0714,Valid,0,Valid,0,0.04,0.4233911286208399,0,1.111211804497096,0,Group 4 (Both Valid/Normal)
TRN-0583,Valid,0,Valid,0,0.16,0.4040883683694073,0,1.0592438165773537,0,Group 4 (Both Valid/Normal)
TRN-0421,Valid,0,Valid,0,0.23,0.43373740458079935,0,1.0285934160029204,0,Group 4 (Both Valid/Normal)
TRN-0511,Valid,0,Valid,0,0.01,0.3810016479445924,0,0.9789958097636952,0,Group 4 (Both Valid/Normal)
TRN-0449,Valid,0,Valid,0,0.18,0.40281999595400675,0,1.0099101221823426,0,Group 4 (Both Valid/Normal)
TRN-0038,Valid,0,Valid,0,0.06,0.4357291389555257,0,0.9930974381073268,0,Group 4 (Both Valid/Normal)
TRN-0891,Valid,0,Valid,0,0.11,0.41536834221291036,0,1.0761989173487154,0,Group 4 (Both Valid/Normal)
TRN-0313,Valid,0,Valid,0,0.13,0.43098216009166973,0,1.0144538301877215,0,Group 4 (Both Valid/Normal)
TRN-0255,Valid,0,Valid,0,0.19,0.3725622553994902,0,0.9732134457282842,0,Group 4 (Both Valid/Normal)
TRN-0647,Valid,0,Valid,0,0.02,0.38729764772473446,0,0.9968742977481654,0,Group 4 (Both Valid/Normal)
TRN-0423,Valid,0,Valid,0,0.03,0.3798077644771379,0,1.034726669098033,0,Group 4 (Both Valid/Normal)
TRN-0398,Invalid,1,Valid,0,0.34,0.43862996732585535,0,1.30695138005408,0,Group 4 (Both Valid/Normal)
TRN-0289,Valid,0,Valid,0,0.11,0.3909512429911152,0,0.9841036774699555,0,Group 4 (Both Valid/Normal)
TRN-0579,Valid,0,Valid,0,0.01,0.4043371049414995,0,0.9558444426549055,0,Group 4 (Both Valid/Normal)
TRN-0275,Valid,0,Valid,0,0.05,0.3940999302284179,0,0.9952935672430703,0,Group 4 (Both Valid/Normal)
TRN-0885,Valid,0,Valid,0,0.09,0.4230382152295548,0,1.0400320673887467,0,Group 4 (Both Valid/Normal)
TRN-0201,Valid,0,Valid,0,0.02,0.40219673231040565,0,1.0287228925389567,0,Group 4 (Both Valid/Normal)
TRN-0171,Invalid,1,Invalid,1,0.61,0.4576323364901623,0,1.1727890275349342,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0689,Valid,0,Valid,0,0.13,0.45203791030373097,0,1.1892828057884994,0,Group 4 (Both Valid/Normal)
TRN-0769,Valid,0,Valid,0,0.01,0.40749914896123557,0,0.9945833375764254,0,Group 4 (Both Valid/Normal)
TRN-0575,Valid,0,Valid,0,0.1,0.4121032949710968,0,0.9647639907358562,0,Group 4 (Both Valid/Normal)
TRN-0428,Valid,0,Valid,0,0.01,0.37311079080141696,0,0.9716630938615045,0,Group 4 (Both Valid/Normal)
TRN-0272,Valid,0,Valid,0,0.03,0.4143491380791873,0,1.0492196513172765,0,Group 4 (Both Valid/Normal)
TRN-0763,Valid,0,Valid,0,0.02,0.399045569059326,0,1.013098563451323,0,Group 4 (Both Valid/Normal)
TRN-0727,Valid,0,Valid,0,0.06,0.4641389488167919,0,1.1539504172264683,0,Group 4 (Both Valid/Normal)
TRN-0042,Valid,0,Valid,0,0.12,0.3791342297603067,0,0.9925482008637759,0,Group 4 (Both Valid/Normal)
TRN-0773,Invalid,1,Invalid,1,0.77,0.42884373435438744,0,1.2106835509981857,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0764,Valid,0,Valid,0,0.06,0.40392038881841347,0,1.0232108554002424,0,Group 4 (Both Valid/Normal)
TRN-0620,Valid,0,Valid,0,0.15,0.3749340046179896,0,0.9774303097736181,0,Group 4 (Both Valid/Normal)
TRN-0914,Valid,0,Valid,0,0.05,0.3963607507255478,0,1.006750098577635,0,Group 4 (Both Valid/Normal)
TRN-0982,Valid,0,Valid,0,0.08,0.488661716825615,0,1.1337129977463,0,Group 4 (Both Valid/Normal)
TRN-0113,Valid,0,Valid,0,0.22,0.6150612152875565,1,0.998477316780596,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0258,Valid,0,Valid,0,0.08,0.37342013320672485,0,0.9703051781874986,0,Group 4 (Both Valid/Normal)
TRN-0002,Valid,0,Valid,0,0.05,0.40949813842177957,0,1.0767541443369972,0,Group 4 (Both Valid/Normal)
TRN-0283,Valid,0,Valid,0,0.12,0.4208331265795905,0,1.0814174227772522,0,Group 4 (Both Valid/Normal)
TRN-0677,Valid,0,Valid,0,0.02,0.3807863206100229,0,0.9828378544216472,0,Group 4 (Both Valid/Normal)
TRN-0486,Valid,0,Valid,0,0.03,0.42133516205840915,0,1.0333318294482199,0,Group 4 (Both Valid/Normal)
TRN-0554,Valid,0,Valid,0,0.06,0.40178141810921264,0,0.9852838839567708,0,Group 4 (Both Valid/Normal)
TRN-0341,Valid,0,Valid,0,0.13,0.469883959860667,0,1.107420190813329,0,Group 4 (Both Valid/Normal)
TRN-0757,Valid,0,Valid,0,0.24,0.42202229612936376,0,1.0148929450620585,0,Group 4 (Both Valid/Normal)
TRN-0910,Valid,0,Valid,0,0.14,0.42213991458939276,0,1.0779460329665862,0,Group 4 (Both Valid/Normal)
TRN-0106,Valid,0,Valid,0,0.1,0.391172893330859,0,0.9973670270560941,0,Group 4 (Both Valid/Normal)
TRN-0712,Valid,0,Valid,0,0.03,0.417958770098101,0,1.1106053821669346,0,Group 4 (Both Valid/Normal)
TRN-0153,Valid,0,Valid,0,0.03,0.3733152050566393,0,0.9620945742758289,0,Group 4 (Both Valid/Normal)
TRN-0911,Valid,0,Valid,0,0.13,0.43079226615959165,0,0.9875440518297275,0,Group 4 (Both Valid/Normal)
TRN-0174,Valid,0,Valid,0,0.05,0.4088743468902352,0,1.0598752195204715,0,Group 4 (Both Valid/Normal)
TRN-0798,Valid,0,Valid,0,0.07,0.39128342935068267,0,1.053570944349795,0,Group 4 (Both Valid/Normal)
TRN-0857,Invalid,1,Invalid,1,0.52,0.48956728897593876,0,1.2956325444998398,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0912,Valid,0,Valid,0,0.04,0.39544299266097827,0,0.9970129204550708,0,Group 4 (Both Valid/Normal)
TRN-0380,Valid,0,Valid,0,0.07,0.4263876327950645,0,1.0818284800339444,0,Group 4 (Both Valid/Normal)
TRN-0218,Valid,0,Valid,0,0.02,0.46746823385155334,0,1.260351169524872,0,Group 4 (Both Valid/Normal)
TRN-0254,Invalid,1,Invalid,1,0.68,0.4490427871041993,0,1.367956185273711,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0441,Valid,0,Valid,0,0.11,0.4470518541661509,0,1.1210916310207755,0,Group 4 (Both Valid/Normal)
TRN-0932,Valid,0,Valid,0,0.13,0.42082159529624236,0,1.0350675945792749,0,Group 4 (Both Valid/Normal)
TRN-0509,Valid,0,Valid,0,0.13,0.3910429884893884,0,0.9971841053685626,0,Group 4 (Both Valid/Normal)
TRN-0673,Valid,0,Valid,0,0.12,0.3875056002417645,0,0.9934854809536254,0,Group 4 (Both Valid/Normal)
TRN-0645,Valid,0,Valid,0,0.04,0.376550044459653,0,0.9749183196672812,0,Group 4 (Both Valid/Normal)
TRN-0263,Valid,0,Valid,0,0.1,0.3920931273046933,0,1.0238815492102717,0,Group 4 (Both Valid/Normal)
TRN-0071,Valid,0,Valid,0,0.12,0.4476604828449801,0,1.0007528011547533,0,Group 4 (Both Valid/Normal)
TRN-0013,Valid,0,Valid,0,0.0,0.38734707418372505,0,0.9736844781533893,0,Group 4 (Both Valid/Normal)
TRN-0260,Valid,0,Valid,0,0.12,0.4695233768565767,0,1.2664779933208925,0,Group 4 (Both Valid/Normal)
TRN-0045,Valid,0,Valid,0,0.21,0.41960890713955296,0,1.1339434394774164,0,Group 4 (Both Valid/Normal)
TRN-0504,Valid,0,Valid,0,0.08,0.4504776307922142,0,1.059357425650151,0,Group 4 (Both Valid/Normal)
TRN-0876,Valid,0,Valid,0,0.15,0.45378604301494363,0,1.011418283878894,0,Group 4 (Both Valid/Normal)
TRN-0372,Valid,0,Valid,0,0.09,0.4357966753292624,0,1.0574382235077562,0,Group 4 (Both Valid/Normal)
TRN-0009,Invalid,1,Valid,0,0.41,0.560403655188199,1,1.1995508939699042,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0835,Valid,0,Valid,0,0.23,0.40399161590629734,0,1.0552286548078014,0,Group 4 (Both Valid/Normal)
TRN-0083,Valid,0,Valid,0,0.12,0.42463508621814405,0,1.0386830152536892,0,Group 4 (Both Valid/Normal)
TRN-0365,Valid,0,Valid,0,0.13,0.4002513102908582,0,1.0160623697251085,0,Group 4 (Both Valid/Normal)
TRN-0695,Valid,0,Valid,0,0.32,0.6090032622493226,1,0.9862322130492839,0,Group 3 (Supervised Valid / Anomaly Anomalous)
TRN-0407,Valid,0,Valid,0,0.04,0.3847544966991757,0,0.9907474262424583,0,Group 4 (Both Valid/Normal)
TRN-0816,Invalid,1,Valid,0,0.48,0.43948914644378484,0,1.335437658758884,0,Group 4 (Both Valid/Normal)
TRN-0545,Valid,0,Valid,0,0.02,0.38218775226099844,0,0.9670045535870543,0,Group 4 (Both Valid/Normal)
TRN-0491,Valid,0,Valid,0,0.02,0.4019258131780594,0,1.0343378725158887,0,Group 4 (Both Valid/Normal)
TRN-0165,Valid,0,Valid,0,0.02,0.3977168901342053,0,1.0182946497178702,0,Group 4 (Both Valid/Normal)
TRN-0829,Invalid,1,Invalid,1,1.0,0.5594326763460148,1,1.2927938521586317,0,Group 1 (Both Invalid/Anomalous)
TRN-0965,Valid,0,Valid,0,0.16,0.43797742225167635,0,1.1883013484904352,0,Group 4 (Both Valid/Normal)
TRN-0930,Valid,0,Valid,0,0.13,0.3899888505778823,0,1.0087282805074835,0,Group 4 (Both Valid/Normal)
TRN-0949,Valid,0,Valid,0,0.07,0.40996034255235897,0,0.9925010513713615,0,Group 4 (Both Valid/Normal)
TRN-0446,Valid,0,Valid,0,0.11,0.4176559228711144,0,1.0599909486621206,0,Group 4 (Both Valid/Normal)
TRN-0333,Valid,0,Valid,0,0.03,0.41084319248391044,0,1.0467593263718886,0,Group 4 (Both Valid/Normal)
TRN-0056,Valid,0,Valid,0,0.11,0.4096957068611954,0,1.0250106492060023,0,Group 4 (Both Valid/Normal)
TRN-0221,Valid,0,Valid,0,0.06,0.46682843559963655,0,1.0491668282590945,0,Group 4 (Both Valid/Normal)
TRN-0627,Valid,0,Valid,0,0.01,0.3935920420231873,0,0.9892927263152149,0,Group 4 (Both Valid/Normal)
TRN-0649,Invalid,1,Invalid,1,0.78,0.4729129934879438,0,1.590801163071123,1,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0758,Valid,0,Valid,0,0.14,0.41732281613878786,0,1.047507422575752,0,Group 4 (Both Valid/Normal)
TRN-0823,Valid,0,Valid,0,0.02,0.4115724750684598,0,1.063773624472915,0,Group 4 (Both Valid/Normal)
TRN-0265,Valid,0,Valid,0,0.19,0.4093154786630793,0,1.0373537068893737,0,Group 4 (Both Valid/Normal)
TRN-0508,Invalid,1,Invalid,1,0.75,0.477260328138157,0,1.3174516162754568,0,Group 2 (Supervised Invalid / Anomaly Normal)
TRN-0618,Invalid,1,Valid,0,0.37,0.4095055927035061,0,1.138926363925108,0,Group 4 (Both Valid/Normal)
TRN-0588,Valid,0,Valid,0,0.03,0.43680792365893667,0,1.0502001422587437,0,Group 4 (Both Valid/Normal)
TRN-0136,Valid,0,Valid,0,0.06,0.3954815747744849,0,1.0522248529254028,0,Group 4 (Both Valid/Normal)
TRN-0166,Valid,0,Valid,0,0.02,0.4250304858260588,0,1.0048347215914892,0,Group 4 (Both Valid/Normal)
TRN-0410,Invalid,1,Invalid,1,0.55,0.5356465048305014,1,1.1060522729681783,0,Group 1 (Both Invalid/Anomalous)
TRN-0503,Valid,0,Valid,0,0.03,0.42097252183724543,0,1.049011843842197,0,Group 4 (Both Valid/Normal)
TRN-0587,Valid,0,Valid,0,0.04,0.39370149064121374,0,0.9841001555682292,0,Group 4 (Both Valid/Normal)
TRN-0975,Valid,0,Valid,0,0.1,0.442142059177156,0,1.039101777608416,0,Group 4 (Both Valid/Normal)
